id,age
2998,71
2999,3
3000,30
3001,10
3002,49
3003,1
3004,27
3005,54
3006,30
3007,63
3008,28
3009,20
3010,87
3011,55
3012,63
3013,12
3014,37
3015,0
3016,67
3017,1
3018,41
3019,0
3020,2
3021,31
3022,82
3023,43
3024,6
3025,17
3026,15
3027,70
3028,33
3029,3
3030,4
3031,30
3032,15
3033,76
3034,58
3035,45
3036,51
3037,70
3038,25
3039,52
3040,19
3041,31
3042,52
3043,86
3044,77
3045,30
3046,74
3047,75
3048,44
3049,64
3050,51
3051,9
3052,32
3053,2
3054,29
3055,41
3056,61
3057,77
3058,71
3059,57
3060,20
3061,51
3062,59
3063,22
3064,43
3065,48
3066,14
3067,77
3068,4
3069,44
3070,26
3071,18
3072,39
3073,0
3074,30
3075,45
3076,60
3077,36
3078,53
3079,52
3080,57
3081,65
3082,60
3083,33
3084,8
3085,33
3086,68
3087,54
3088,76
3089,29
3090,86
3091,6
3092,29
3093,27
3094,48
3095,88
3096,66
3097,2
3098,29
3099,13
3100,18
3101,39
3102,15
3103,0
3104,70
3105,27
3106,52
3107,29
3108,68
3109,14
3110,51
3111,79
3112,18
3113,66
3114,47
3115,24
3116,87
3117,23
3118,23
3119,51
3120,33
3121,25
3122,14
3123,43
3124,59
3125,26
3126,17
3127,24
3128,14
3129,28
3130,30
3131,23
3132,3
3133,5
3134,29
3135,63
3136,16
3137,69
3138,44
3139,62
3140,50
3141,39
3142,69
3143,67
3144,14
3145,29
3146,39
3147,76
3148,9
3149,39
3150,38
3151,5
3152,76
3153,38
3154,70
3155,5
3156,31
3157,75
3158,41
3159,45
3160,62
3161,61
3162,13
3163,71
3164,59
3165,15
3166,59
3167,26
3168,10
3169,58
3170,20
3171,17
3172,73
3173,57
3174,39
3175,50
3176,29
3177,13
3178,32
3179,51
3180,26
3181,44
3182,7
3183,60
3184,47
3185,54
3186,89
3187,32
3188,58
3189,35
3190,70
3191,67
3192,74
3193,12
3194,26
3195,62
3196,59
3197,18
3198,50
3199,60
3200,52
3201,53
3202,19
3203,4
3204,4
3205,2
3206,70
3207,58
3208,6
3209,67
3210,33
3211,70
3212,41
3213,59
3214,1
3215,21
3216,45
3217,43
3218,61
3219,7
3220,11
3221,50
3222,57
3223,49
3224,29
3225,46
3226,31
3227,58
3228,30
3229,69
3230,22
3231,14
3232,79
3233,39
3234,38
3235,3
3236,12
3237,54
3238,24
3239,63
3240,59
3241,42
3242,11
3243,34
3244,45
3245,49
3246,4
3247,13
3248,43
3249,82
3250,6
3251,85
3252,35
3253,72
3254,74
3255,59
3256,12
3257,45
3258,33
3259,14
3260,48
3261,42
3262,60
3263,37
3264,78
3265,45
3266,73
3267,16
3268,31
3269,7
3270,48
3271,75
3272,14
3273,42
3274,64
3275,5
3276,57
3277,42
3278,16
3279,40
3280,47
3281,57
3282,45
3283,54
3284,80
3285,25
3286,50
3287,14
3288,48
3289,38
3290,9
3291,20
3292,46
3293,8
3294,82
3295,16
3296,41
3297,59
3298,41
3299,39
3300,31
3301,36
3302,20
3303,9
3304,78
3305,39
3306,28
3307,75
3308,48
3309,58
3310,58
3311,37
3312,74
3313,51
3314,75
3315,52
3316,36
3317,55
3318,14
3319,20
3320,64
3321,49
3322,36
3323,41
3324,49
3325,71
3326,68
3327,51
3328,70
3329,62
3330,31
3331,34
3332,17
3333,13
3334,4
3335,45
3336,24
3337,41
3338,40
3339,56
3340,19
3341,44
3342,57
3343,46
3344,5
3345,25
3346,54
3347,31
3348,6
3349,61
3350,10
3351,43
3352,67
3353,87
3354,68
3355,41
3356,57
3357,24
3358,27
3359,21
3360,83
3361,55
3362,28
3363,64
3364,13
3365,74
3366,50
3367,25
3368,74
3369,45
3370,27
3371,51
3372,39
3373,67
3374,27
3375,30
3376,64
3377,51
3378,23
3379,29
3380,6
3381,0
3382,43
3383,9
3384,60
3385,48
3386,24
3387,34
3388,50
3389,40
3390,53
3391,37
3392,8
3393,38
3394,70
3395,6
3396,67
3397,40
3398,34
3399,60
3400,7
3401,23
3402,50
3403,60
3404,25
3405,15
3406,25
3407,0
3408,34
3409,45
3410,22
3411,1
3412,25
3413,61
3414,63
3415,39
3416,21
3417,19
3418,30
3419,18
3420,12
3421,44
3422,37
3423,28
3424,12
3425,63
3426,30
3427,77
3428,27
3429,58
3430,59
3431,73
3432,39
3433,57
3434,90
3435,20
3436,78
3437,2
3438,61
3439,22
3440,23
3441,24
3442,72
3443,69
3444,76
3445,32
3446,57
3447,48
3448,18
3449,17
3450,26
3451,64
3452,78
3453,35
3454,64
3455,2
3456,21
3457,48
3458,74
3459,88
3460,52
3461,45
3462,30
3463,71
3464,79
3465,78
3466,35
3467,38
3468,50
3469,77
3470,35
3471,92
3472,74
3473,7
3474,3
3475,5
3476,82
3477,33
3478,7
3479,35
3480,10
3481,68
3482,73
3483,50
3484,65
3485,32
3486,47
3487,60
3488,67
3489,44
3490,59
3491,36
3492,22
3493,56
3494,64
3495,64
3496,60
3497,7
3498,71
3499,60
3500,65
3501,27
3502,33
3503,12
3504,72
3505,0
3506,66
3507,90
3508,42
3509,38
3510,29
3511,32
3512,29
3513,38
3514,92
3515,70
3516,53
3517,0
3518,34
3519,1
3520,87
3521,7
3522,77
3523,4
3524,35
3525,48
3526,43
3527,8
3528,37
3529,57
3530,46
3531,56
3532,11
3533,6
3534,9
3535,45
3536,45
3537,20
3538,82
3539,44
3540,37
3541,5
3542,33
3543,37
3544,76
3545,43
3546,72
3547,67
3548,41
3549,42
3550,35
3551,71
3552,31
3553,15
3554,32
3555,50
3556,67
3557,49
3558,22
3559,48
3560,37
3561,56
3562,86
3563,24
3564,47
3565,89
3566,51
3567,12
3568,58
3569,62
3570,24
3571,58
3572,31
3573,41
3574,19
3575,10
3576,35
3577,28
3578,79
3579,32
3580,64
3581,24
3582,49
3583,36
3584,73
3585,41
3586,66
3587,30
3588,46
3589,4
3590,67
3591,21
3592,35
3593,16
3594,62
3595,7
3596,60
3597,54
3598,30
3599,50
3600,52
3601,20
3602,88
3603,33
3604,34
3605,77
3606,53
3607,28
3608,70
3609,62
3610,40
3611,0
3612,46
3613,59
3614,16
3615,60
3616,43
3617,3
3618,58
3619,35
3620,65
3621,4
3622,25
3623,24
3624,21
3625,46
3626,29
3627,56
3628,31
3629,53
3630,42
3631,35
3632,49
3633,54
3634,21
3635,77
3636,15
3637,35
3638,29
3639,27
3640,46
3641,0
3642,73
3643,79
3644,4
3645,64
3646,56
3647,2
3648,11
3649,53
3650,40
3651,41
3652,9
3653,44
3654,40
3655,51
3656,20
3657,22
3658,69
3659,56
3660,42
3661,27
3662,59
3663,83
3664,60
3665,53
3666,57
3667,7
3668,63
3669,38
3670,62
3671,28
3672,69
3673,80
3674,49
3675,8
3676,53
3677,59
3678,58
3679,47
3680,61
3681,47
3682,49
3683,42
3684,16
3685,76
3686,62
3687,6
3688,57
3689,69
3690,67
3691,20
3692,53
3693,50
3694,32
3695,59
3696,61
3697,1
3698,53
3699,19
3700,30
3701,12
3702,69
3703,73
3704,40
3705,52
3706,13
3707,54
3708,15
3709,52
3710,22
3711,82
3712,57
3713,37
3714,14
3715,38
3716,43
3717,75
3718,55
3719,89
3720,27
3721,49
3722,53
3723,45
3724,77
3725,60
3726,9
3727,57
3728,36
3729,73
3730,71
3731,29
3732,15
3733,35
3734,32
3735,21
3736,7
3737,21
3738,70
3739,23
3740,26
3741,47
3742,37
3743,60
3744,67
3745,65
3746,37
3747,30
3748,13
3749,83
3750,49
3751,39
3752,63
3753,62
3754,46
3755,25
3756,44
3757,65
3758,27
3759,43
3760,12
3761,39
3762,37
3763,20
3764,17
3765,70
3766,77
3767,49
3768,50
3769,58
3770,26
3771,14
3772,49
3773,47
3774,81
3775,68
3776,55
3777,39
3778,54
3779,22
3780,37
3781,17
3782,63
3783,19
3784,54
3785,47
3786,44
3787,62
3788,42
3789,11
3790,42
3791,4
3792,15
3793,62
3794,14
3795,25
3796,28
3797,24
3798,68
3799,57
3800,35
3801,64
3802,42
3803,53
3804,62
3805,48
3806,14
3807,51
3808,14
3809,22
3810,7
3811,13
3812,68
3813,70
3814,61
3815,38
3816,38
3817,74
3818,51
3819,35
3820,31
3821,83
3822,49
3823,79
3824,40
3825,70
3826,22
3827,3
3828,0
3829,56
3830,64
3831,9
3832,82
3833,62
3834,2
3835,69
3836,58
3837,43
3838,53
3839,7
3840,66
3841,81
3842,29
3843,0
3844,18
3845,76
3846,60
3847,67
3848,63
3849,30
3850,37
3851,82
3852,77
3853,70
3854,0
3855,5
3856,77
3857,26
3858,24
3859,5
3860,41
3861,70
3862,49
3863,21
3864,66
3865,38
3866,4
3867,26
3868,48
3869,51
3870,69
3871,0
3872,76
3873,40
3874,9
3875,64
3876,57
3877,38
3878,67
3879,78
3880,3
3881,80
3882,60
3883,22
3884,24
3885,13
3886,22
3887,3
3888,70
3889,8
3890,20
3891,34
3892,45
3893,37
3894,34
3895,17
3896,43
3897,55
3898,27
3899,4
3900,31
3901,43
3902,57
3903,79
3904,38
3905,23
3906,77
3907,70
3908,61
3909,34
3910,17
3911,25
3912,55
3913,38
3914,10
3915,26
3916,45
3917,65
3918,56
3919,51
3920,35
3921,33
3922,16
3923,52
3924,31
3925,38
3926,83
3927,92
3928,27
3929,55
3930,75
3931,51
3932,25
3933,17
3934,40
3935,73
3936,23
3937,6
3938,50
3939,24
3940,41
3941,31
3942,11
3943,42
3944,30
3945,22
3946,42
3947,12
3948,42
3949,1
3950,59
3951,15
3952,58
3953,21
3954,21
3955,29
3956,30
3957,30
3958,83
3959,2
3960,31
3961,34
3962,51
3963,43
3964,16
3965,33
3966,47
3967,20
3968,48
3969,83
3970,87
3971,36
3972,49
3973,26
3974,31
3975,64
3976,39
3977,4
3978,17
3979,41
3980,78
3981,12
3982,83
3983,57
3984,15
3985,22
3986,29
3987,48
3988,22
3989,26
3990,26
3991,55
3992,0
3993,28
3994,40
3995,28
3996,9
3997,3
3998,69
3999,25
4000,54
4001,28
4002,84
4003,57
4004,19
4005,13
4006,23
4007,54
4008,59
4009,48
4010,7
4011,43
4012,38
4013,13
4014,14
4015,59
4016,41
4017,30
4018,13
4019,67
4020,57
4021,62
4022,11
4023,57
4024,30
4025,49
4026,22
4027,90
4028,13
4029,43
4030,57
4031,31
4032,62
4033,39
4034,72
4035,43
4036,29
4037,73
4038,55
4039,37
4040,67
4041,55
4042,34
4043,47
4044,6
4045,51
4046,32
4047,55
4048,41
4049,48
4050,13
4051,55
4052,70
4053,70
4054,27
4055,52
4056,77
4057,45
4058,77
4059,28
4060,65
4061,30
4062,47
4063,29
4064,67
4065,60
4066,81
4067,29
4068,76
4069,41
4070,62
4071,42
4072,61
4073,12
4074,41
4075,20
4076,91
4077,32
4078,3
4079,21
4080,29
4081,20
4082,2
4083,83
4084,54
4085,87
4086,27
4087,37
4088,76
4089,25
4090,40
4091,17
4092,31
4093,44
4094,52
4095,12
4096,58
4097,9
4098,20
4099,24
4100,10
4101,53
4102,53
4103,58
4104,17
4105,72
4106,15
4107,52
4108,29
4109,67
4110,43
4111,3
4112,1
4113,16
4114,61
4115,74
4116,31
4117,66
4118,70
4119,32
4120,31
4121,56
4122,1
4123,23
4124,29
4125,80
4126,65
4127,43
4128,8
4129,40
4130,16
4131,29
4132,88
4133,3
4134,63
4135,55
4136,8
4137,27
4138,1
4139,22
4140,59
4141,57
4142,24
4143,14
4144,79
4145,31
4146,2
4147,18
4148,79
4149,53
4150,24
4151,55
4152,54
4153,67
4154,1
4155,16
4156,26
4157,78
4158,43
4159,38
4160,65
4161,48
4162,91
4163,43
4164,69
4165,8
4166,77
4167,46
4168,64
4169,45
4170,39
4171,43
4172,17
4173,62
4174,28
4175,33
4176,17
4177,64
4178,24
4179,19
4180,69
4181,41
4182,68
4183,25
4184,36
4185,45
4186,15
4187,58
4188,61
4189,1
4190,36
4191,54
4192,35
4193,9
4194,24
4195,27
4196,32
4197,50
4198,33
4199,59
4200,46
4201,34
4202,57
4203,48
4204,52
4205,52
4206,80
4207,66
4208,62
4209,63
4210,13
4211,46
4212,79
4213,20
4214,29
4215,4
4216,24
4217,54
4218,6
4219,69
4220,2
4221,45
4222,43
4223,85
4224,64
4225,91
4226,3
4227,52
4228,44
4229,0
4230,12
4231,27
4232,49
4233,2
4234,72
4235,23
4236,3
4237,22
4238,11
4239,27
4240,41
4241,42
4242,52
4243,0
4244,33
4245,54
4246,26
4247,52
4248,45
4249,8
4250,28
4251,55
4252,45
4253,32
4254,2
4255,11
4256,32
4257,18
4258,4
4259,26
4260,14
4261,86
4262,72
4263,66
4264,47
4265,79
4266,50
4267,23
4268,3
4269,11
4270,14
4271,47
4272,52
4273,73
4274,52
4275,51
4276,43
4277,12
4278,31
4279,62
4280,37
4281,47
4282,57
4283,1
4284,28
4285,23
4286,38
4287,5
4288,57
4289,34
4290,1
4291,64
4292,35
4293,30
4294,25
4295,71
4296,72
4297,31
4298,48
4299,44
4300,18
4301,29
4302,34
4303,86
4304,9
4305,47
4306,61
4307,6
4308,80
4309,78
4310,12
4311,80
4312,27
4313,44
4314,25
4315,27
4316,0
4317,18
4318,9
4319,62
4320,57
4321,42
4322,37
4323,62
4324,50
4325,44
4326,67
4327,65
4328,15
4329,24
4330,9
4331,25
4332,4
4333,79
4334,73
4335,13
4336,51
4337,9
4338,9
4339,29
4340,92
4341,24
4342,33
4343,81
4344,73
4345,55
4346,8
4347,17
4348,8
4349,72
4350,23
4351,16
4352,17
4353,52
4354,2
4355,61
4356,33
4357,57
4358,73
4359,57
4360,63
4361,64
4362,50
4363,33
4364,46
4365,39
4366,3
4367,1
4368,59
4369,32
4370,34
4371,58
4372,32
4373,49
4374,21
4375,17
4376,3
4377,52
4378,6
4379,75
4380,76
4381,58
4382,26
4383,9
4384,23
4385,4
4386,58
4387,64
4388,83
4389,17
4390,26
4391,39
4392,69
4393,40
4394,62
4395,38
4396,39
4397,66
4398,62
4399,45
4400,63
4401,58
4402,85
4403,84
4404,52
4405,36
4406,30
4407,41
4408,63
4409,30
4410,32
4411,18
4412,61
4413,41
4414,10
4415,44
4416,71
4417,52
4418,76
4419,31
4420,11
4421,2
4422,46
4423,41
4424,44
4425,31
4426,64
4427,9
4428,52
4429,0
4430,16
4431,7
4432,54
4433,69
4434,30
4435,5
4436,59
4437,42
4438,43
4439,41
4440,12
4441,73
4442,74
4443,63
4444,31
4445,51
4446,29
4447,72
4448,7
4449,0
4450,11
4451,86
4452,71
4453,61
4454,34
4455,45
4456,52
4457,37
4458,22
4459,53
4460,72
4461,49
4462,67
4463,9
4464,67
4465,15
4466,4
4467,5
4468,31
4469,88
4470,57
4471,57
4472,59
4473,67
4474,52
4475,47
4476,33
4477,62
4478,19
4479,64
4480,1
4481,80
4482,33
4483,28
4484,14
4485,87
4486,44
4487,86
4488,49
4489,3
4490,43
4491,68
4492,16
4493,69
4494,25
4495,56
4496,45
4497,54
4498,16
4499,31
4500,72
4501,49
4502,28
4503,64
4504,3
4505,53
4506,45
4507,67
4508,56
4509,16
4510,38
4511,70
4512,86
4513,46
4514,50
4515,60
4516,13
4517,48
4518,27
4519,12
4520,77
4521,10
4522,53
4523,66
4524,57
4525,33
4526,64
4527,1
4528,41
4529,54
4530,0
4531,63
4532,31
4533,12
4534,50
4535,53
4536,15
4537,74
4538,53
4539,75
4540,67
4541,64
4542,58
4543,53
4544,6
4545,57
4546,25
4547,38
4548,78
4549,47
4550,50
4551,65
4552,35
4553,24
4554,46
4555,39
4556,77
4557,14
4558,14
4559,11
4560,64
4561,22
4562,17
4563,14
4564,72
4565,55
4566,47
4567,17
4568,54
4569,29
4570,55
4571,27
4572,38
4573,28
4574,41
4575,10
4576,56
4577,46
4578,66
4579,63
4580,3
4581,6
4582,23
4583,38
4584,37
4585,46
4586,51
4587,50
4588,62
4589,78
4590,32
4591,77
4592,80
4593,48
4594,31
4595,23
4596,24
4597,63
4598,25
4599,55
4600,42
4601,10
4602,47
4603,60
4604,52
4605,43
4606,49
4607,28
4608,70
4609,45
4610,73
4611,31
4612,70
4613,65
4614,75
4615,14
4616,42
4617,51
4618,7
4619,16
4620,76
4621,43
4622,14
4623,28
4624,45
4625,22
4626,43
4627,73
4628,45
4629,52
4630,5
4631,53
4632,7
4633,52
4634,83
4635,28
4636,7
4637,37
4638,75
4639,69
4640,0
4641,83
4642,52
4643,19
4644,45
4645,26
4646,54
4647,48
4648,35
4649,77
4650,9
4651,74
4652,58
4653,36
4654,37
4655,50
4656,3
4657,30
4658,10
4659,55
4660,86
4661,35
4662,67
4663,19
4664,67
4665,34
4666,43
4667,45
4668,3
4669,34
4670,51
4671,81
4672,66
4673,3
4674,14
4675,8
4676,61
4677,57
4678,28
4679,83
4680,46
4681,49
4682,62
4683,21
4684,21
4685,36
4686,0
4687,24
4688,44
4689,40
4690,16
4691,33
4692,70
4693,78
4694,21
4695,46
4696,66
4697,36
4698,10
4699,63
4700,30
4701,17
4702,8
4703,54
4704,14
4705,62
4706,52
4707,13
4708,46
4709,60
4710,60
4711,20
4712,76
4713,0
4714,64
4715,43
4716,41
4717,63
4718,77
4719,33
4720,58
4721,70
4722,54
4723,63
4724,56
4725,37
4726,41
4727,21
4728,3
4729,42
4730,33
4731,59
4732,66
4733,67
4734,53
4735,50
4736,34
4737,77
4738,81
4739,55
4740,33
4741,10
4742,49
4743,61
4744,27
4745,1
4746,14
4747,73
4748,57
4749,37
4750,50
4751,55
4752,3
4753,48
4754,24
4755,20
4756,59
4757,8
4758,24
4759,4
4760,5
4761,26
4762,56
4763,83
4764,7
4765,57
4766,47
4767,52
4768,59
4769,30
4770,19
4771,21
4772,23
4773,64
4774,5
4775,33
4776,27
4777,43
4778,46
4779,47
4780,53
4781,29
4782,55
4783,55
4784,66
4785,65
4786,56
4787,66
4788,0
4789,64
4790,43
4791,51
4792,50
4793,28
4794,49
4795,47
4796,80
4797,11
4798,24
4799,0
4800,35
4801,55
4802,48
4803,8
4804,36
4805,55
4806,31
4807,53
4808,0
4809,17
4810,23
4811,25
4812,41
4813,45
4814,4
4815,42
4816,9
4817,51
4818,75
4819,49
4820,80
4821,74
4822,4
4823,8
4824,1
4825,50
4826,54
4827,53
4828,42
4829,39
4830,4
4831,23
4832,6
4833,44
4834,20
4835,47
4836,38
4837,51
4838,48
4839,6
4840,59
4841,14
4842,39
4843,74
4844,6
4845,40
4846,53
4847,35
4848,6
4849,63
4850,69
4851,51
4852,25
4853,35
4854,27
4855,55
4856,10
4857,34
4858,84
4859,38
4860,1
4861,3
4862,49
4863,87
4864,12
4865,41
4866,33
4867,39
4868,11
4869,25
4870,78
4871,57
4872,57
4873,50
4874,41
4875,75
4876,70
4877,27
4878,93
4879,66
4880,85
4881,40
4882,91
4883,34
4884,21
4885,65
4886,29
4887,13
4888,30
4889,40
4890,42
4891,41
4892,48
4893,66
4894,7
4895,44
4896,90
4897,69
4898,74
4899,9
4900,24
4901,3
4902,26
4903,72
4904,25
4905,69
4906,14
4907,33
4908,42
4909,15
4910,7
4911,6
4912,24
4913,33
4914,53
4915,37
4916,22
4917,57
4918,72
4919,32
4920,54
4921,46
4922,45
4923,25
4924,22
4925,38
4926,58
4927,64
4928,13
4929,83
4930,36
4931,38
4932,80
4933,39
4934,28
4935,86
4936,60
4937,6
4938,24
4939,66
4940,48
4941,61
4942,74
4943,39
4944,35
4945,62
4946,33
4947,36
4948,56
4949,36
4950,27
4951,71
4952,48
4953,49
4954,48
4955,74
4956,19
4957,43
4958,27
4959,39
4960,22
4961,69
4962,38
4963,69
4964,80
4965,80
4966,57
4967,31
4968,68
4969,66
4970,48
4971,73
4972,26
4973,64
4974,37
4975,20
4976,64
4977,32
4978,62
4979,50
4980,79
4981,59
4982,22
4983,10
4984,17
4985,59
4986,21
4987,48
4988,66
4989,21
4990,13
4991,72
4992,35
4993,32
4994,42
4995,21
4996,19
4997,3
4998,6
4999,71
5000,29
5001,73
5002,78
5003,15
5004,68
5005,67
5006,65
5007,15
5008,29
5009,78
5010,58
5011,80
5012,41
5013,44
5014,62
5015,70
5016,20
5017,3
5018,38
5019,16
5020,14
5021,69
5022,49
5023,73
5024,22
5025,53
5026,62
5027,52
5028,30
5029,22
5030,48
5031,67
5032,43
5033,50
5034,9
5035,63
5036,46
5037,56
5038,23
5039,33
5040,20
5041,2
5042,19
5043,36
5044,81
5045,83
5046,44
5047,69
5048,75
5049,63
5050,20
5051,47
5052,16
5053,49
5054,64
5055,11
5056,32
5057,24
5058,76
5059,4
5060,61
5061,23
5062,28
5063,21
5064,57
5065,70
5066,29
5067,38
5068,40
5069,76
5070,72
5071,32
5072,56
5073,64
5074,2
5075,50
5076,47
5077,46
5078,16
5079,72
5080,70
5081,12
5082,39
5083,51
5084,58
5085,7
5086,32
5087,51
5088,46
5089,21
5090,39
5091,40
5092,14
5093,82
5094,27
5095,6
5096,83
5097,16
5098,49
5099,44
5100,13
5101,36
5102,16
5103,57
5104,71
5105,68
5106,16
5107,31
5108,48
5109,30
5110,74
5111,82
5112,42
5113,74
5114,70
5115,84
5116,64
5117,66
5118,3
5119,55
5120,70
5121,29
5122,27
5123,36
5124,24
5125,66
5126,14
5127,58
5128,18
5129,20
5130,8
5131,30
5132,25
5133,80
5134,54
5135,8
5136,45
5137,51
5138,11
5139,56
5140,69
5141,46
5142,39
5143,28
5144,98
5145,30
5146,37
5147,67
5148,58
5149,45
5150,56
5151,6
5152,60
5153,83
5154,52
5155,45
5156,33
5157,57
5158,80
5159,77
5160,15
5161,35
5162,0
5163,73
5164,58
5165,35
5166,10
5167,18
5168,22
5169,47
5170,12
5171,52
5172,21
5173,3
5174,69
5175,52
5176,21
5177,77
5178,13
5179,30
5180,27
5181,50
5182,13
5183,46
5184,75
5185,25
5186,46
5187,54
5188,24
5189,30
5190,10
5191,47
5192,18
5193,42
5194,25
5195,43
5196,49
5197,53
5198,58
5199,19
5200,34
5201,71
5202,41
5203,74
5204,90
5205,54
5206,27
5207,26
5208,26
5209,18
5210,72
5211,34
5212,50
5213,40
5214,34
5215,43
5216,36
5217,47
5218,59
5219,74
5220,49
5221,65
5222,3
5223,44
5224,11
5225,13
5226,68
5227,24
5228,70
5229,26
5230,66
5231,69
5232,32
5233,0
5234,46
5235,72
5236,54
5237,38
5238,50
5239,6
5240,32
5241,7
5242,9
5243,21
5244,30
5245,35
5246,48
5247,50
5248,29
5249,24
5250,51
5251,2
5252,0
5253,30
5254,45
5255,86
5256,60
5257,31
5258,6
5259,67
5260,45
5261,33
5262,40
5263,40
5264,22
5265,14
5266,36
5267,45
5268,41
5269,42
5270,31
5271,40
5272,22
5273,30
5274,29
5275,6
5276,8
5277,21
5278,38
5279,46
5280,72
5281,25
5282,14
5283,7
5284,56
5285,92
5286,9
5287,19
5288,65
5289,31
5290,6
5291,45
5292,13
5293,56
5294,28
5295,42
5296,36
5297,39
5298,14
5299,13
5300,69
5301,29
5302,48
5303,39
5304,20
5305,57
5306,40
5307,5
5308,17
5309,48
5310,26
5311,40
5312,16
5313,56
5314,28
5315,8
5316,13
5317,39
5318,59
5319,7
5320,23
5321,66
5322,20
5323,43
5324,68
5325,40
5326,0
5327,62
5328,20
5329,9
5330,63
5331,51
5332,41
5333,9
5334,36
5335,32
5336,58
5337,56
5338,44
5339,41
5340,33
5341,47
5342,47
5343,22
5344,8
5345,53
5346,4
5347,15
5348,53
5349,59
5350,80
5351,56
5352,37
5353,43
5354,16
5355,38
5356,34
5357,48
5358,81
5359,36
5360,34
5361,43
5362,8
5363,17
5364,75
5365,1
5366,39
5367,76
5368,11
5369,39
5370,31
5371,51
5372,49
5373,33
5374,78
5375,75
5376,58
5377,57
5378,42
5379,30
5380,17
5381,58
5382,17
5383,59
5384,76
5385,60
5386,19
5387,74
5388,37
5389,35
5390,55
5391,48
5392,5
5393,64
5394,44
5395,34
5396,46
5397,53
5398,30
5399,35
5400,12
5401,58
5402,71
5403,63
5404,57
5405,92
5406,15
5407,68
5408,20
5409,17
5410,50
5411,26
5412,32
5413,80
5414,24
5415,58
5416,69
5417,14
5418,62
5419,55
5420,37
5421,25
5422,65
5423,93
5424,54
5425,31
5426,39
5427,33
5428,17
5429,50
5430,27
5431,31
5432,15
5433,8
5434,4
5435,16
5436,50
5437,9
5438,7
5439,3
5440,41
5441,5
5442,44
5443,50
5444,44
5445,61
5446,7
5447,25
5448,44
5449,45
5450,42
5451,19
5452,55
5453,43
5454,69
5455,53
5456,78
5457,78
5458,14
5459,52
5460,20
5461,38
5462,7
5463,73
5464,53
5465,43
5466,60
5467,0
5468,6
5469,10
5470,30
5471,58
5472,77
5473,55
5474,3
5475,41
5476,51
5477,31
5478,52
5479,47
5480,33
5481,57
5482,7
5483,36
5484,69
5485,45
5486,59
5487,73
5488,70
5489,57
5490,2
5491,46
5492,44
5493,70
5494,42
5495,52
5496,21
5497,57
5498,61
5499,36
5500,58
5501,48
5502,59
5503,49
5504,49
5505,38
5506,36
5507,31
5508,56
5509,40
5510,50
5511,24
5512,12
5513,52
5514,65
5515,1
5516,13
5517,27
5518,38
5519,51
5520,82
5521,35
5522,56
5523,71
5524,34
5525,37
5526,50
5527,28
5528,53
5529,62
5530,20
5531,23
5532,59
5533,34
5534,15
5535,61
5536,29
5537,24
5538,36
5539,51
5540,49
5541,73
5542,18
5543,20
5544,48
5545,78
5546,68
5547,30
5548,27
5549,6
5550,62
5551,26
5552,80
5553,46
5554,51
5555,6
5556,64
5557,47
5558,57
5559,4
5560,23
5561,21
5562,54
5563,4
5564,60
5565,39
5566,25
5567,25
5568,65
5569,67
5570,37
5571,60
5572,45
5573,29
5574,17
5575,10
5576,69
5577,11
5578,50
5579,1
5580,60
5581,14
5582,37
5583,43
5584,63
5585,66
5586,54
5587,3
5588,40
5589,11
5590,77
5591,89
5592,29
5593,6
5594,6
5595,38
5596,46
5597,15
5598,15
5599,29
5600,50
5601,18
5602,44
5603,75
5604,55
5605,49
5606,22
5607,22
5608,72
5609,23
5610,12
5611,34
5612,43
5613,75
5614,53
5615,64
5616,86
5617,22
5618,79
5619,41
5620,46
5621,5
5622,30
5623,20
5624,28
5625,79
5626,37
5627,3
5628,14
5629,45
5630,56
5631,18
5632,44
5633,64
5634,25
5635,21
5636,56
5637,59
5638,98
5639,4
5640,47
5641,54
5642,41
5643,86
5644,33
5645,71
5646,19
5647,13
5648,26
5649,40
5650,6
5651,64
5652,85
5653,67
5654,50
5655,64
5656,45
5657,13
5658,26
5659,10
5660,45
5661,47
5662,41
5663,42
5664,6
5665,63
5666,2
5667,45
5668,0
5669,39
5670,77
5671,27
5672,17
5673,53
5674,16
5675,44
5676,47
5677,70
5678,21
5679,84
5680,72
5681,39
5682,59
5683,78
5684,37
5685,10
5686,26
5687,65
5688,20
5689,22
5690,73
5691,10
5692,75
5693,21
5694,19
5695,35
5696,33
5697,50
5698,57
5699,41
5700,66
5701,29
5702,55
5703,51
5704,14
5705,23
5706,18
5707,7
5708,46
5709,62
5710,82
5711,56
5712,53
5713,78
5714,10
5715,37
5716,4
5717,78
5718,39
5719,22
5720,43
5721,16
5722,9
5723,15
5724,36
5725,46
5726,55
5727,5
5728,65
5729,83
5730,62
5731,31
5732,6
5733,49
5734,6
5735,23
5736,27
5737,34
5738,59
5739,45
5740,83
5741,13
5742,62
5743,29
5744,29
5745,25
5746,27
5747,60
5748,26
5749,78
5750,26
5751,40
5752,71
5753,32
5754,2
5755,31
5756,3
5757,19
5758,20
5759,57
5760,45
5761,19
5762,55
5763,14
5764,73
5765,3
5766,83
5767,2
5768,74
5769,76
5770,74
5771,62
5772,63
5773,67
5774,43
5775,77
5776,25
5777,47
5778,52
5779,53
5780,73
5781,46
5782,6
5783,0
5784,76
5785,49
5786,27
5787,82
5788,80
5789,58
5790,21
5791,89
5792,46
5793,28
5794,31
5795,27
5796,62
